Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
6/4/2020,7708.0,7599.0,7708.0,7517.3 ,9.27M,6.79%
3/4/2020,7217.7,7027.0,7217.7,6972.6 ,7.70M,6.85%
1/4/2020,6754.7,6318.9,6754.7,6318.9 ,6.29M,6.90%
31/03/2020,6318.9,6346.1,6509.6,6046.5 ,2.85M,0.87%
30/03/2020,6264.4,6482.3,6482.3,6264.4 ,4.11M,-6.88%
27/03/2020,6727.4,7081.5,7108.8,6727.4 ,4.18M,-4.63%
26/03/2020,7054.3,7190.5,7217.7,7027.0 ,2.13M,-3.00%
25/03/2020,7272.2,7081.5,7272.2,6945.3 ,4.02M,6.80%
24/03/2020,6809.2,7054.3,7081.5,6645.7 ,5.10M,-3.10%
23/03/2020,7027.0,7190.5,7299.4,7027.0 ,5.58M,-6.86%
20/03/2020,7544.5,7626.3,7653.5,7408.4 ,4.86M,1.09%
19/03/2020,7462.8,7299.4,7571.8,7244.9 ,4.35M,0.00%
18/03/2020,7462.8,7844.1,7844.1,7408.4 ,5.40M,-3.52%
17/03/2020,7735.2,7136.0,7735.2,6972.6 ,8.19M,6.77%
16/03/2020,7244.9,7353.9,7408.4,7190.5 ,4.91M,0.00%
13/03/2020,7244.9,6918.1,7490.1,6918.1 ,7.59M,-1.85%
12/3/2020,7381.1,7517.3,7626.3,7353.9 ,7.80M,-6.55%
11/3/2020,7898.6,8634.0,8634.0,7898.6 ,6.12M,-6.75%
10/3/2020,8470.6,8116.5,8525.1,8116.5 ,5.71M,0.00%
9/3/2020,8470.6,8470.6,8606.8,8470.6 ,6.06M,-6.89%
6/3/2020,9097.0,9124.3,9124.3,8960.8 ,2.31M,-0.60%
5/3/2020,9151.5,9015.3,9233.2,8960.8 ,5.59M,3.38%
4/3/2020,8851.9,8715.7,8960.8,8661.2 ,4.83M,1.88%
3/3/2020,8688.5,8770.2,8851.9,8688.5 ,3.54M,0.95%
2/3/2020,8606.8,8743.0,8770.2,8579.5 ,3.58M,-0.63%
28/02/2020,8661.2,8797.4,8824.7,8606.8 ,3.37M,-3.64%
27/02/2020,8988.1,8715.7,8988.1,8688.5 ,2.52M,2.48%
26/02/2020,8770.2,8715.7,9097.0,8661.2 ,1.76M,-1.83%
25/02/2020,8933.6,8634.0,8960.8,8634.0 ,2.87M,0.92%
24/02/2020,8851.9,9287.7,9342.2,8851.9 ,5.90M,-6.88%
21/02/2020,9505.6,9587.3,9614.5,9505.6 ,2.03M,-0.85%
20/02/2020,9587.3,9641.8,9723.5,9532.8 ,2.82M,0.00%
19/02/2020,9587.3,9587.3,9614.5,9505.6 ,2.83M,0.28%
18/02/2020,9560.1,9614.5,9641.8,9478.3 ,2.50M,-0.57%
17/02/2020,9614.5,9696.2,9777.9,9614.5 ,3.31M,-0.84%
14/02/2020,9696.2,9587.3,9723.5,9532.8 ,1.87M,1.14%
13/02/2020,9587.3,9587.3,9641.8,9560.1 ,2.14M,-1.12%
12/2/2020,9696.2,9532.8,9696.2,9532.8 ,4.72M,2.01%
11/2/2020,9505.6,9560.1,9587.3,9478.3 ,2.58M,-0.57%
10/2/2020,9560.1,9369.4,9587.3,9151.5 ,1.31M,-0.85%
7/2/2020,9641.8,9641.8,9777.9,9532.8 ,4.34M,0.00%
6/2/2020,9641.8,9260.4,9641.8,9206.0 ,4.86M,4.43%
5/2/2020,9233.2,9314.9,9396.6,9206.0 ,3.66M,-0.29%
4/2/2020,9260.4,9314.9,9396.6,9151.5 ,3.02M,-0.29%
3/2/2020,9287.7,9151.5,9314.9,8988.1 ,5.32M,-3.67%
31/01/2020,9641.8,9859.7,9968.6,9396.6 ,7.55M,-4.32%
30/01/2020,10077.5,10322.7,10322.7,9859.7 ,4.09M,-4.15%
22/01/2020,10513.3,10486.1,10567.8,10431.6 ,2.93M,0.26%
21/01/2020,10486.1,10404.4,10595.0,10377.1 ,2.61M,0.00%
20/01/2020,10486.1,10486.1,10486.1,10349.9 ,2.18M,0.00%
17/01/2020,10486.1,10458.9,10622.3,10349.9 ,4.80M,0.79%
16/01/2020,10404.4,10023.1,10404.4,10023.1 ,4.04M,3.80%
15/01/2020,10023.1,10050.3,10050.3,9968.6 ,1.41M,0.00%
14/01/2020,10023.1,9968.6,10050.3,9941.4 ,1.81M,0.55%
13/01/2020,9968.6,9914.1,10077.5,9914.1 ,1.91M,0.00%
10/1/2020,9968.6,9805.2,9995.8,9750.7 ,3.50M,1.95%
9/1/2020,9777.9,9777.9,9832.4,9723.5 ,1.95M,1.13%
8/1/2020,9669.0,9832.4,9859.7,9560.1 ,4.44M,-2.74%
7/1/2020,9941.4,9914.1,9968.6,9886.9 ,1.09M,0.28%
6/1/2020,9914.1,9886.9,9968.6,9832.4 ,2.28M,-0.27%
